drift,boundary_separation,starting_point,rt,choice
-1.8248229026794434,0.7824403047561646,0.5808472633361816,0.27627629041671753,0.0
1.9433224201202393,1.3994145393371582,0.563829779624939,0.13613612949848175,1.0
-0.23229360580444336,1.9429675340652466,0.4779418110847473,1.3613613843917847,0.0
1.8047080039978027,1.054080843925476,0.3921995759010315,0.5925925970077515,1.0
-0.4265553951263428,1.9338843822479248,0.47317376732826233,0.7727727890014648,1.0
-0.3286283016204834,1.201048493385315,0.48882225155830383,0.9089089035987854,0.0
-0.27036380767822266,1.2113020420074463,0.6821534633636475,0.06806806474924088,1.0
-1.9857409000396729,1.8895150423049927,0.6397042274475098,1.697697639465332,0.0
1.9870283603668213,1.9346312284469604,0.31768274307250977,0.6766766905784607,1.0
1.1719305515289307,1.4865275621414185,0.6746709942817688,0.19619619846343994,1.0
-1.1430683135986328,1.5081884860992432,0.6304299831390381,0.12012012302875519,1.0
1.1421713829040527,1.0752707719802856,0.34361541271209717,0.12812812626361847,0.0
-1.482590675354004,1.7133342027664185,0.5176905393600464,0.16816817224025726,0.0
1.4955592155456543,1.3838146924972534,0.4727276563644409,0.19619619846343994,1.0
-0.5079817771911621,1.5332424640655518,0.684781551361084,0.9729729890823364,0.0
-1.7179698944091797,1.6378544569015503,0.5185986757278442,0.18418417870998383,0.0
-0.747711181640625,1.8690484762191772,0.5566215515136719,0.42842844128608704,0.0
1.3064839839935303,1.02693772315979,0.673744797706604,0.20820820331573486,1.0
-1.800842523574829,1.813650369644165,0.3934393525123596,0.07207207381725311,0.0
1.8023452758789062,1.3319611549377441,0.6549071669578552,0.1321321278810501,1.0
1.830512285232544,1.808157205581665,0.3184666633605957,0.8208208084106445,1.0
-0.5821425914764404,1.103956699371338,0.6148850321769714,0.4524524509906769,0.0
-0.00680994987487793,1.0256478786468506,0.6667889356613159,0.20020020008087158,1.0
-1.2029306888580322,1.0150071382522583,0.6481797695159912,0.10810811072587967,1.0
1.8110802173614502,0.805465817451477,0.47723883390426636,0.2322322279214859,1.0
1.2907943725585938,0.6234252452850342,0.41501325368881226,0.060060061514377594,1.0
-0.15869450569152832,1.7100521326065063,0.4390609860420227,0.7167167067527771,0.0
-0.8549997806549072,0.9412618279457092,0.5894653797149658,0.0800800770521164,0.0
1.9619860649108887,1.8266760110855103,0.5264801383018494,0.14814814925193787,1.0
-1.001715898513794,0.9743787050247192,0.4462950825691223,0.4764764904975891,1.0
-1.9256315231323242,1.1716163158416748,0.4779490828514099,0.8208208084106445,0.0
0.07184982299804688,0.8159148693084717,0.5696567296981812,0.20820820331573486,1.0
-1.1134247779846191,0.7673963308334351,0.5656391382217407,0.16416417062282562,0.0
1.7176663875579834,1.4108552932739258,0.6688977479934692,0.20420420169830322,1.0
1.2541143894195557,1.4313325881958008,0.6675668954849243,0.29629629850387573,1.0
-1.3563365936279297,1.8274402618408203,0.3704005479812622,0.34034034609794617,0.0
1.8438291549682617,0.8731731176376343,0.3516891896724701,0.09209208935499191,1.0
-1.0206184387207031,0.5941564440727234,0.6425458788871765,0.08808808773756027,1.0
0.7357687950134277,1.0355610847473145,0.40629732608795166,0.6046046018600464,1.0
1.8511059284210205,1.8235176801681519,0.40531134605407715,0.2722722589969635,1.0
1.1134850978851318,1.474168300628662,0.5219900608062744,0.4524524509906769,1.0
1.6694693565368652,1.6245403289794922,0.30635127425193787,0.1321321278810501,0.0
-0.46575450897216797,1.9442138671875,0.3832674026489258,1.0250250101089478,0.0
-1.3376052379608154,1.5218032598495483,0.6264326572418213,0.544544517993927,0.0
-1.6851415634155273,0.7775530815124512,0.3961971402168274,0.0400400385260582,0.0
-0.870413064956665,0.8066760897636414,0.5832822322845459,0.18418417870998383,0.0
1.8674423694610596,1.7293434143066406,0.5196478962898254,0.26826825737953186,1.0
1.652747392654419,1.9574971199035645,0.31968072056770325,0.6406406164169312,1.0
-0.47364163398742676,1.2346467971801758,0.4946750998497009,0.6566566824913025,1.0
-1.0352246761322021,0.7060425281524658,0.40304237604141235,0.07207207381725311,1.0
-1.0959665775299072,0.6498442888259888,0.6749310493469238,0.036036036908626556,1.0
0.0836029052734375,0.751545250415802,0.5341653227806091,0.304304301738739,1.0
-1.0367543697357178,0.930732011795044,0.4358361065387726,0.11211211234331131,1.0
-1.4388659000396729,1.9881572723388672,0.6450392603874207,0.6886886954307556,0.0
-1.7788479328155518,1.3064913749694824,0.6468988656997681,0.12012012302875519,0.0
1.1024372577667236,1.831884503364563,0.46714380383491516,0.7327327132225037,0.0
-1.993809700012207,1.333104133605957,0.5536271333694458,0.4564564526081085,0.0
-1.6514623165130615,1.9979288578033447,0.5089346766471863,0.7047047019004822,0.0
1.5691421031951904,1.1684691905975342,0.5621558427810669,0.4924924969673157,1.0
-1.9553470611572266,1.2600330114364624,0.3268606662750244,0.2122122049331665,0.0
-0.7447347640991211,1.0214170217514038,0.3868024945259094,0.28828829526901245,0.0
0.708228588104248,1.228806495666504,0.4649118185043335,0.7687687873840332,1.0
1.6236727237701416,1.0538009405136108,0.39358192682266235,0.20420420169830322,1.0
-0.5974836349487305,1.748628854751587,0.33412694931030273,0.25625625252723694,1.0
0.6224520206451416,1.3283066749572754,0.5623718500137329,0.38038039207458496,0.0
1.4190537929534912,0.6723885536193848,0.6365896463394165,0.048048049211502075,0.0
0.3882932662963867,0.8955115675926208,0.5921136140823364,0.06406406313180923,1.0
1.5773258209228516,1.0786588191986084,0.6935982704162598,0.34034034609794617,1.0
1.5419282913208008,1.2511732578277588,0.4110060930252075,0.4644644558429718,1.0
1.3925020694732666,0.6367806792259216,0.5025915503501892,0.09209208935499191,1.0
0.43743252754211426,1.9484999179840088,0.5685006380081177,0.6046046018600464,1.0
0.32880496978759766,1.3934916257858276,0.5633599758148193,0.12012012302875519,1.0
-0.21387386322021484,1.2932318449020386,0.5467192530632019,0.15615615248680115,1.0
-1.8877229690551758,1.7374954223632812,0.37577787041664124,0.5485485196113586,0.0
-1.1478509902954102,1.177452802658081,0.4671056270599365,0.22422422468662262,0.0
0.3169395923614502,0.5543385148048401,0.6009420156478882,0.08808808773756027,1.0
-0.971017599105835,1.3951619863510132,0.5595307946205139,0.6766766905784607,1.0
1.7246088981628418,0.754258394241333,0.3198716640472412,0.10010010004043579,0.0
0.13065862655639648,1.201732873916626,0.5893562436103821,0.424424409866333,1.0
0.9342043399810791,1.2815145254135132,0.4359801411628723,0.5885885953903198,1.0
1.51531982421875,1.0058358907699585,0.462099552154541,0.056056056171655655,1.0
-1.7505803108215332,1.0423550605773926,0.4410225749015808,0.2602602541446686,0.0
-0.3967154026031494,0.9743470549583435,0.4803115427494049,0.0800800770521164,0.0
-1.3615663051605225,1.0510656833648682,0.3627068102359772,0.044044043868780136,0.0
0.5472536087036133,0.7366988658905029,0.30447760224342346,0.06806806474924088,0.0
-0.3488287925720215,0.9418835639953613,0.49968022108078003,0.08808808773756027,0.0
1.225926160812378,1.2402375936508179,0.6173810958862305,0.18818819522857666,1.0
-0.4970700740814209,1.1635386943817139,0.3020078241825104,0.18418417870998383,0.0
-1.955695629119873,1.181314468383789,0.3431781828403473,0.28828829526901245,0.0
0.7967281341552734,1.4287283420562744,0.4937165081501007,0.10010010004043579,0.0
1.0528197288513184,0.9312478303909302,0.5756288766860962,0.0400400385260582,1.0
1.0267536640167236,0.8701081275939941,0.4144921898841858,0.048048049211502075,0.0
1.68035888671875,1.380420207977295,0.372287780046463,1.1451451778411865,1.0
